request_kbps,declared_bps,index,bytes,duration_s,ttfb_ms,body_ms
8000,7515000,1232,1367136,2.004,111.9,5.4
8000,7515000,1233,1353036,2.0,209.5,7.9
8000,7515000,1234,1454556,2.0,207.8,6.2
8000,7515000,1235,1227076,2.0,211.6,5.7
8000,7515000,1236,1137400,2.004,108.8,4.0
8000,7515000,1237,932292,2.0,222.0,6.6
8000,7515000,1238,1412632,2.0,102.6,3.4
8000,7515000,1239,1538216,2.0,220.8,6.8
10000,9448000,1200,972712,2.044,639.4,5.4
10000,9448000,1201,1870036,2.0,104.0,4.8
10000,9448000,1202,1796716,2.0,111.6,3.3
10000,9448000,1203,1736932,2.02,106.6,3.6
10000,9448000,1204,1714748,2.0,107.0,3.3
10000,9448000,1205,1784684,2.0,109.1,3.4
10000,9448000,1206,1640864,2.0,111.3,3.1
10000,9448000,1207,1834880,2.02,111.3,3.2
10000,9448000,1208,1719824,2.0,111.3,3.1
10000,9448000,1209,1744640,2.0,209.0,7.3
10000,9448000,1210,1783932,2.0,111.4,3.8
10000,9448000,1211,1549120,2.02,111.3,3.6
10000,9448000,1212,1345328,2.004,206.4,5.5
10000,9448000,1213,764032,2.009333,106.7,3.2
10000,9448000,1214,1326716,2.014666,222.2,7.3
10000,9448000,1215,726808,2.0,108.5,3.1
10000,9448000,1216,1190040,2.004,202.8,5.9
10000,9448000,1217,1694068,2.0,210.5,6.2
10000,9448000,1218,1024412,2.0,103.4,3.3
10000,9448000,1219,1665868,2.0,111.4,4.0
10000,9448000,1220,1757800,2.004,222.1,6.6
10000,9448000,1221,1739752,2.0,106.3,3.6
10000,9448000,1222,1278400,2.0,215.3,5.2
10000,9448000,1223,1813636,2.02,218.4,5.9
10000,9448000,1224,1753288,2.004,111.8,3.8
10000,9448000,1225,1040204,2.0,109.6,2.9
10000,9448000,1226,1046972,2.014666,112.0,3.3
10000,9448000,1227,1730728,2.0,210.9,6.3
10000,9448000,1228,1223316,2.0,208.1,6.3
10000,9448000,1229,1473544,2.0,111.2,3.7
10000,9448000,1230,672664,2.0,221.8,5.5
10000,9448000,1231,1330664,2.0,110.3,5.7
10000,9448000,1232,1712680,2.004,205.7,6.2
10000,9448000,1233,1701400,2.0,218.2,5.9
10000,9448000,1234,1798032,2.014666,110.6,3.8
10000,9448000,1235,1459632,2.02,110.1,3.3
10000,9448000,1236,1261292,2.004,108.6,3.0
10000,9448000,1237,975344,2.0,101.4,3.2
10000,9448000,1238,1507384,2.0,212.5,7.0
10000,9448000,1239,1603452,2.0,106.3,3.3
12000,11378000,1200,1120292,2.048,643.7,6.3
12000,11378000,1201,2235696,2.009333,104.3,5.6
12000,11378000,1202,2169708,2.014666,1.0,2.5
12000,11378000,1203,2085108,2.02,212.9,6.1
12000,11378000,1204,2063676,2.004,102.6,2.9
12000,11378000,1205,2135680,2.009333,111.4,3.4
12000,11378000,1206,2013292,2.014666,111.4,3.2
12000,11378000,1207,2194148,2.02,107.6,2.9
12000,11378000,1208,2067436,2.004,109.5,2.8
12000,11378000,1209,2097140,2.009333,111.5,3.6
12000,11378000,1210,2134176,2.014666,219.2,6.9
12000,11378000,1211,1906884,2.02,106.3,3.4
12000,11378000,1212,1641428,2.004,106.8,2.9
12000,11378000,1213,924772,2.009333,111.2,3.0
12000,11378000,1214,1734488,2.014666,111.3,3.5
12000,11378000,1215,934736,2.02,111.2,2.5
12000,11378000,1216,1390636,2.004,213.8,5.0
12000,11378000,1217,2016864,2.009333,109.1,4.1
12000,11378000,1218,1185716,2.014666,105.5,3.3
12000,11378000,1219,1991860,2.02,204.7,7.2
12000,11378000,1220,2105976,2.004,104.2,4.2
12000,11378000,1221,2106728,2.009333,213.4,7.4
12000,11378000,1222,1496668,2.014666,103.1,8.0
12000,11378000,1223,2182680,2.02,111.2,3.4
12000,11378000,1224,2120828,2.004,103.3,3.7
12000,11378000,1225,1214292,2.009333,106.0,3.3
12000,11378000,1226,1343824,2.014666,106.9,3.4
12000,11378000,1227,2179484,2.02,219.0,6.8
12000,11378000,1228,1653084,2.004,209.9,7.3
12000,11378000,1229,1843716,2.009333,111.3,3.5
12000,11378000,1230,790916,2.0,106.8,2.9
12000,11378000,1231,1618680,2.02,221.8,6.3
12000,11378000,1232,2072136,2.004,110.7,4.7
12000,11378000,1233,2050892,2.009333,211.4,6.3
12000,11378000,1234,2136432,2.014666,213.8,6.3
12000,11378000,1235,1770584,2.02,106.6,3.8
12000,11378000,1236,1527876,2.004,109.8,3.2
12000,11378000,1237,1137964,2.009333,102.0,3.0
12000,11378000,1238,1727344,2.014666,216.4,6.3
12000,11378000,1239,1885452,2.02,103.0,3.8
14000,13311000,1200,1546488,2.048,642.0,4.7
14000,13311000,1201,2641400,2.009333,109.4,4.9
14000,13311000,1202,2574472,2.014666,0.9,2.5
14000,13311000,1203,2456784,2.02,213.3,6.1
14000,13311000,1204,2419936,2.004,107.9,3.6
14000,13311000,1205,2517884,2.009333,105.7,3.4
14000,13311000,1206,2363724,2.014666,102.2,3.8
14000,13311000,1207,2587632,2.02,105.4,3.7
14000,13311000,1208,2446068,2.004,111.3,3.9
14000,13311000,1209,2474832,2.009333,111.2,3.5
14000,13311000,1210,2528412,2.014666,109.4,3.7
14000,13311000,1211,2238516,2.02,111.2,3.8
14000,13311000,1212,2032844,2.004,222.0,5.6
14000,13311000,1213,1157516,2.009333,102.1,3.5
14000,13311000,1214,2048448,2.014666,219.2,6.9
14000,13311000,1215,1096792,2.02,104.0,3.2
14000,13311000,1216,1632968,2.004,210.8,5.6
14000,13311000,1217,2357896,2.009333,106.4,4.0
14000,13311000,1218,1378792,2.014666,110.4,3.5
14000,13311000,1219,2367860,2.02,219.2,6.5
14000,13311000,1220,2481976,2.004,108.4,4.4
14000,13311000,1221,2525028,2.009333,219.7,6.7
14000,13311000,1222,1887332,2.014666,103.1,3.5
14000,13311000,1223,2603424,2.02,109.7,3.7
14000,13311000,1224,2535744,2.004,108.7,4.0
14000,13311000,1225,1416016,2.009333,111.3,3.0
14000,13311000,1226,1592736,2.014666,107.5,3.4
14000,13311000,1227,2575788,2.02,210.7,6.8
14000,13311000,1228,1955388,2.004,111.7,3.7
14000,13311000,1229,2197344,2.009333,103.7,3.6
14000,13311000,1230,998844,2.014666,218.0,5.4
14000,13311000,1231,1854620,2.02,214.1,6.2
14000,13311000,1232,2467124,2.004,111.4,4.3
14000,13311000,1233,2437796,2.009333,103.5,3.4
14000,13311000,1234,2518824,2.014666,214.8,6.4
14000,13311000,1235,2120640,2.02,111.9,4.0
14000,13311000,1236,1829428,2.004,107.6,3.4
14000,13311000,1237,1397780,2.009333,111.6,3.5
14000,13311000,1238,2073452,2.014666,212.7,5.9
14000,13311000,1239,2214828,2.02,111.6,3.9
16000,15126000,1200,1555700,2.048,649.6,6.5
16000,15126000,1201,2925468,2.009333,1.0,3.5
16000,15126000,1202,2799508,2.014666,212.1,8.0
16000,15126000,1203,2816992,2.02,111.3,4.0
16000,15126000,1204,2748560,2.004,111.3,3.7
16000,15126000,1205,2827896,2.009333,111.6,4.1
16000,15126000,1206,2453212,2.014666,101.6,3.8
16000,15126000,1207,2859292,2.02,212.7,7.2
16000,15126000,1208,2876588,2.004,101.5,3.9
16000,15126000,1209,2764164,2.009333,106.1,3.6
16000,15126000,1210,2851960,2.014666,111.2,3.5
16000,15126000,1211,2445692,2.02,105.6,3.5
16000,15126000,1212,2032844,2.004,107.2,3.3
16000,15126000,1213,1157516,2.009333,102.7,2.8
16000,15126000,1214,2048448,2.014666,104.1,3.7
16000,15126000,1215,1096792,2.02,111.3,3.0
16000,15126000,1216,1632968,2.004,216.1,7.9
16000,15126000,1217,2478028,2.009333,103.4,3.7
16000,15126000,1218,1378792,2.014666,106.3,3.3
16000,15126000,1219,2536496,2.02,221.3,7.3
16000,15126000,1220,2816052,2.004,106.8,4.3
16000,15126000,1221,2752132,2.009333,102.4,3.6
16000,15126000,1222,2085860,2.014666,111.7,3.7
16000,15126000,1223,2935056,2.02,220.3,7.0
16000,15126000,1224,2867000,2.004,1.0,2.9
16000,15126000,1225,1458504,2.009333,219.9,5.8
16000,15126000,1226,1592736,2.014666,103.7,3.2
16000,15126000,1227,2701184,2.02,111.2,3.7
16000,15126000,1228,2059164,2.004,102.8,3.5
16000,15126000,1229,2336652,2.009333,102.5,3.6
16000,15126000,1230,998844,2.014666,216.6,5.3
16000,15126000,1231,1866652,2.02,105.6,5.6
16000,15126000,1232,2846696,2.004,111.5,4.3
