request_kbps,declared_bps,index,bytes,duration_s,ttfb_ms,body_ms
22000,20379000,320,1630148,2.0,208.7,5.8
22000,20379000,321,1010876,2.009333,315.2,7.6
22000,20379000,322,1681284,2.014666,326.2,8.4
22000,20379000,323,904468,2.0,326.0,7.8
22000,20379000,324,1121232,2.004,327.6,7.0
22000,20379000,325,2757020,2.0,216.4,9.2
22000,20379000,326,1227264,2.0,328.4,7.9
22000,20379000,327,1252832,2.02,206.9,3.9
22000,20379000,328,1410376,2.0,323.3,7.6
22000,20379000,329,1929068,2.0,322.4,9.4
22000,20379000,330,1303028,2.0,217.6,7.7
22000,20379000,331,1774344,2.02,318.5,8.9
22000,20379000,332,1651016,2.004,318.7,8.3
22000,20379000,333,1065208,2.0,325.3,8.0
22000,20379000,334,934360,2.014666,315.5,8.1
22000,20379000,335,1421656,2.02,215.1,8.3
22000,20379000,336,2125152,2.0,328.2,7.0
22000,20379000,337,967636,2.0,325.1,7.3
22000,20379000,338,3650208,2.014666,315.0,10.7
22000,20379000,339,3094668,2.0,213.1,9.9
